page_group_name,post_url,comments,type,shares,love,wow,haha,sad,angry,likes,post_message,lex_found
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2923236311112746,814,Photo,115,414,2,5,11,0,0,နှင်းဆီ ဥက္ကဋ္ဌ ကျော် မြင့် ဝရမ်းပြေး ဖြစ် လို့ ဖမ်းဆီး ခံ ရ တဲ့ ဖြစ်စဉ် အပေါ် မှာ ... ဥပဒေ ဖေါက် ဖျက် ကျူးလွန် ၍ အပြစ်ဒဏ် ခံ သင့် တဲ့ အကြောင်း .... နိုင်ငံတကာ ရှိ ရွေးကောက်ပွဲ တွေ မှာ ယှဉ်ပြိုင် ဘက် ပါတီ ကို အပုပ်ချ အပြစ်တင် ဝေ ဘန် တိုက်ခိုက် ကြ တယ် ။ မြန်မာနိုင်ငံ မှာ တော့ .... ကြံ့ဖွတ် (USDP) အသံ မ ထွက် (PPP) ပြား ပြား ပွတ် လည်း အသံ မ ထွက် ပြည် သူ့ ပါတီ (KKG) အသံ မ ထွက် ဂျ ပု ဖိတ်ကြား တဲ့ ( ၃၃ ) ပါတီ အသံ မ ထွက် ဦး ရွှေ မန်း (UBP) ပါတီ အသံ မ ထွက် ဘူး အံ့ဩ စရာ ကောင်း တဲ့ ပါတီ တွေ ပါ ပဲ ။ သူတို့ တွေ .....NLD ပါတီ ကို အပြစ်တင် တိုက်ခိုက် ဖို့ တ ခု တည်း သာ လုပ် ကြ တယ် ။ နူတ် ပိတ် ပြီး နေ ကြ တာ တ ကြိတ် တည်း တ ဉာဏ် တည်း တ ဖွဲ့ တည်း လား ထင် ရ တယ် ။ ဒီ ရက်ပိုင်း မှာ န ဂေး တစ် လည်း .... သတင်းစာ ရှင်းလင်းပွဲ ကို လုပ် ရဲ မယ် မ ထင် ပါ ဘူး .... ထောင်ပြေး မှု ပါတီ ထောင် မှု တရုတ် စ ပိုင် အမှု မြေ ဝယ် ပိုင်ဆိုင် မှု ကို သတင်းထောက် တွေ မေး လာ ရင် ... ဒီ မေးခွန်း ကို မ ဖြေ နိုင် ဘူး ဗျာ ပြော ရ တော့ မယ် ။ စေ့စေ့ တွေး ပြီး ... သေချာ စဉ်းစား ကြည့် ရင် .... ဂွင် ဆင် ထား တဲ့ ငုပ် ကောင် ငါး ကြီး ကြီး .... မ ထင်မှတ် ဘဲ ပိုက်ကွန် မှာ ငြိ တော့ .... ပျာယာခတ် ပြီး နူတ် ပိတ် နေ ကြ တယ် ။ ။ KoZaw2.10.2020,ကြံ့ဖွတ်
သန်လျင်မြို့ သတင်းစုံ (Syriam),https://www.facebook.com/groups/501457013694880/permalink/993225271184716,665,Link,64,30,11,3,1,0,0,,
ရွှေပြည်သာသားတို့ဆုံစည်းရာ,https://www.facebook.com/groups/397009007098152/permalink/2069021863230183,817,Photo,26,45,16,4,0,136,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1194537114304326,1130,Native Video,238,317,151,0,0,1,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3427949777302929,651,Photo,80,73,92,0,0,0,0,,
သတင်းထူးသတင်းဦးများ,https://www.facebook.com/groups/254682581900744/permalink/652664172102581,12208,Photo,1111,1793,938,25,17,16,3,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1194126464345391,2558,Photo,183,281,332,6,0,0,0,စင်္ကာ ပူ နိူင် ငံ ကြိုတင် မဲ ၃၄၀၀၀ စား ရင်း ရှိ အကုန် ၁၀၀ %NLD မဲ လာ ထည့် လေးစား ပါ တယ် ညီအစ်ကိုမောင်နှမ များ #credittoMawKhon,
Myanmar Covid-19 Community,https://www.facebook.com/groups/215853089473235/permalink/338225997235943,1301,Photo,11,34,243,0,0,2,0,,
ထူးထူးခြားခြားသတင်းအစုံ,https://www.facebook.com/groups/1674070092830889/permalink/2731681910403030,211,Native Video,184,36,10,0,31,0,2,,
ရွှေပြည်သာဟစ်တိုင်,https://www.facebook.com/groups/621362214629857/permalink/3259802170785835,788,Photo,38,288,3,158,0,245,2,ကြိုးဆွဲချ သေဆုံး မှု ဖြစ်ပွား ခြင်း 2/10/2020 ရက် နေ့နံ နက် 10:30 အချိန် ခန့် က ရန်ကုန်တိုင်း ဒေသ ကြီး မြောက် ပိုင်း ခရိုင် ရွှေ ပြည် သာ မြို့နယ် ဇီး ကုန်း ကျေးရွာ အမှတ် (24) ရပ်ကွက် အင်းပေါက် စု ကန်ပေါင် ပတ်လမ်း အိမ် နံပါတ် (***) မှ ဦး ____ နှင့် ဒေါ် ____ တို့ ၏သ္မီး အိမ်ထောင် ရှိ အသက် 20 ခန့် အမျိုးသမီး ငယ် နေ သည် အိမ် အိပ်ခန်း အတွင်း ရှိ ထုတ် တန်း တွင် ကြိုး ချီ လျှက် ကြိုးဆွဲချ သေဆုံး နေ ကြောင်း က န ဦး သတင်း အရ သိရှိ ရ သည် ။ အလောင်း အား အင်း စိန် ဆေးရုံ မှ PR(23) ဖြင့် လက်ခံ ထား ရှိ ကြောင်း ထပ်မံ သိရှိ ရ ပါသည် ။ ဇော် မျိုး လွင် ရွှေ ပြည် သာ SH,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3432713213493252,611,Photo,61,202,9,0,0,0,1,,
မြောက်ဦးဆရာတော် အရှင်ဝါယာမိန္ဒ ကိုကြည်ညိုကြမည့်သူငယ်ချင်းဓမ္မမိတ်ဆွေများ,https://www.facebook.com/groups/167416020699286/permalink/803624450411770,191,Video,4,193,2,0,0,0,0,#** 📢 📢 🙏 ဘေးအန္တရာယ် ကင်း ကမ္မဝါ 🙏 📢 📢 ( ၁၄ မိနစ် )** ကမ္မဝါ ကို မိမိ အိမ် မှာ ဘေးအန္တရာယ် များ မ ကျရောက် နိုင် အောင် နှင့် မ ကောင်း သော အတိတ်နိမိတ် များ မ ကောင်း သော အတိုက်အခိုက် များ နှင့် သရဲ ၊ သဘက် ၊ ဖုတ် ၊ စုန်းကဝေ ၊ မကောင်းဆိုးဝါး များ အ နှောက် အ ယှက် မ ပေး နိုင် အောင် ရွတ်ဖတ် ပေး ရ ခြင်း ဖြစ်ပါတယ် ။ ကမ္မဝါ ကို နာကြား ဖွင့် ပေး ထား ခြင်း အားဖြင့် ကံ ပွင့် လာဘ် ပွင့် စီးပွားတက် သလို ၊ ရာထူး စည်းစိမ် နေရာ များ လည်း ပို ၍ ရရှိ လာ ပါ မယ် ။ ကျန်းမာရေး မ ကောင်း တာ မျိုး ခ န ခ န ဖြစ် နေ လျှင် လည်း ကမ္မဝါ ကို ဖွင့် ၍ နာယူ နိုင် ပါ တယ် ။,
ထူးထူးခြားခြားသတင်းအစုံ,https://www.facebook.com/groups/1674070092830889/permalink/2730335990537622,604,Photo,44,154,93,0,6,1,0,,
မုံရွာ သတင်းနဲ့ သတင်းစုံ,https://www.facebook.com/groups/216534892027765/permalink/1388318388182737,884,Link,5,26,2,0,1,0,0,#** ကို ဗစ် ကူးစက် မှု တိုး လာ နေ တဲ့ မြန်မာနိုင်ငံ အတွက် ရောဂါ တိုက်ဖျက် ရေး ဆိုင်ရာ နည်း ပညာ နဲ့ ဆေးဝါး တွေ ကို အိန္ဒိ ယ က ထောက်ပံ့ သွား မှာ ဖြစ် သလို မြန်မာနိုင်ငံ ထဲ မှာ COVID-19 ကာကွယ်ဆေး ထုတ်လုပ် နိုင် အောင် လည်း ကူညီ ပံ့ပိုး ပေး သွား မယ် လို့ အိန္ဒိ ယ နိုင်ငံ က ပြောကြား လိုက်ပါ တယ် ။ **,
🇲🇲  ပြည်သူ့အတွက် တို့တပ်မတော် 🇲🇲,https://www.facebook.com/groups/374171039612048/permalink/1267060600323083,1091,Photo,70,391,156,0,1,4,0,"# ပီတိ စား ၍ အားရှိ စေသော #°°°°°°°°°°°°°°°°°°°°°°°°& တပ်မတော် သား တွေ ရှေ့တန်း ပြန်လာ တဲ့ ယဉ် တန်း ကြီး ကို ပြည် သူ တ ယောက် က ရှေ့က နေ လက် ပြ ပြီး ကား တား တယ် သတဲ့ …& ကား တား ခံ လိုက် ရ တဲ့ ရှေ့ဆုံး ကား ပေါ် မှ အရာရှိ က အောက် သို့ ဆင်း ပြီး "" ဘာ များ အကူအညီ ပေး ရ မ လဲ "" လို့ မေး လိုက် တော့ ကား တား တဲ့ ပြည် သူ မှာ မျက်ရည်ဝဲ လျှက် "" အကူ ညီ လိုချင် လို့ ကား တား ရတာ မဟုတ် ပါ ဘူး ဗိုလ်ကြီး "" တဲ့ …& အရာရှိ မှ "" ဒါ ဆို ဘာ လို့ တား တာ လဲ "" လို့ မေး လိုက် တော့ ကား တား ပြည် သူ ခမျာ သူ့ ရဲ့ ပါး ပြင် ထက် က မျက်ရည်ကျ လေး ကို သုတ် ပြီး "" စစ်သား တွေ ကို ထမင်း ကြွေး ချင် လို့ "" ပါ တဲ့ …& ပြည် သူ က သူ့ ဆိုင် ထဲ ခေါ ပြီး စားသောက် ဖွယ် အစုံ ချ ဧည့်ခံ ကြွေး မွေး ခွင့် ရတာ ပျော် လို့ မ ဆုံး အရမ်း ပျော် မိ တယ် တဲ့ … လို လေ သေမ ရှိ အောင် ဧည့်ခံ ပါ တယ် …& ပြည် သူ နဲ့ စစ်သား ဆို တာ ခွဲခြား လို့ မ ရ တဲ့ တသွင်သွင်စီး ဆင်း နေ တဲ့ မြစ် ရေ လို ပါ ဘဲ … စီးဆင်း နေ တဲ့ ရေ ကို ဓါး နဲ့ ခုတ် လို့ ရပ်တန့် ပြတ် သွါး ခြင်း မရှိ သလို စစ်သား နဲ့ ပြည် သူ ဆို တာ လဲ မ လို ယုတ်မာ သူ တွေ ဘယ်လို ဘဲ သွေးခွဲ ကြ ပါစေ ဘယ်တော့ မှ သွေး မ ကွဲ ဘူး ဆို တာကို ဤ ထမင်းဆိုင် ပိုင်ရှင် ကြီး က "" သက်သေပြ လေ ပြီး ""……"" ဘယ်သူ ခွဲ ခွဲ ဒို့ မ ခွဲ အမြဲ စည်းလုံးညီညွတ် စေ မည် "" ။ ။ ##crd# သေ ရွှာ ပြန် ဖိုး မှန် ##",
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/682132669398581,467,Native Video,119,260,45,0,3,1,2,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3421890217908885,590,Photo,88,132,85,0,0,0,0,,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1337654463233148,817,Photo,67,24,25,1,0,0,0,,
ပခုက္ကူ   သတင်းစုံ(First Group),https://www.facebook.com/groups/643911242436679/permalink/1746869182140874,2183,Photo,104,158,20,5,3,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3430085420422698,580,Photo,110,159,19,1,1,0,0,,
သတင်းဦး သတင်းထူး,https://www.facebook.com/groups/261489431387981/permalink/693889268147993,1453,Link,21,35,13,19,0,275,0,သမီး လေး ကို တီဘီ ဆေး အပြင် HIV ဆေး တွေ ပါ တိုက် နေ ရ လို့ စိတ်မကောင်းဖြစ် နေ တဲ့ မေမေ ခိုင် နှင်းဝေ,
ကျောက်ပန်းတောင်းဟစ်တိုင်,https://www.facebook.com/groups/316416482090813/permalink/1353240268408424,1322,Native Video,64,637,187,5,3,0,1,ကြက်သီးထ လောက် ပါ တယ်,
"💖""NLD"" သတင်းမှန် သတင်းစုံ💖",https://www.facebook.com/groups/301213340823851/permalink/682685362676645,570,Native Video,47,120,68,0,1,0,0,,
တာမွေမြို့နယ် ပြည်သူ့ကွန်ရက်,https://www.facebook.com/groups/393405437884628/permalink/756015744956927,1572,Status,113,499,28,0,0,1,0,တာ မွေ ပြည် သူများ ခင်ဗျာ . ပိုး တွေ့ လမ်း တွေ ကို သိရှိ ပါက .. ကျွန် တော့ ထံသို့ လည်း ဖုန်း ဆက် ပါ နေ့ချင်း ဆေး ဖြန်း ပေး ပါ မယ် Ph.09250001377.,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2460637820909946,473,Link,59,46,43,3,18,0,0,,
ရန်ကုန် - မန္တလေး - မူဆယ် ကုန်တင်ကားကြီးများ,https://www.facebook.com/groups/519850814784063/permalink/2790533587715763,2675,Photo,77,632,18,26,1,20,0,ဘန့်ဘွေး တိုး ဂိတ် ၌ လူ ၃၀၀ စစ်ဆေး ပေး မည် မနက်ဖြန် မှ စတင် ၍ နောင် ချို မြို့နယ် ဘန့်ဘွေး တိုး ဂိတ် ၌ ရပ်နား ထား သော ကုန်တင်ကား များ ထဲမှ လူအ ယောက် ၃၀၀ ကိုကို ဗစ် ရောဂါ စစ်ဆေး ပေး သွား မှာ ဖြစ်ကြောင်း သိရ ပါ တယ် ။ ကျနော်တို့ မနက်က စာရင်း လိုက် ကောက် နေ တာ လူ ၂၀၀ ကျော် စာရင်း ရရှိ ပြီး ပြီ ။ အခု ညနေ ပိုင်း ၌ စာရင်း ထပ် ကောက် သွား မှာ ဖြစ်ပြီး လတ်တလော လူ ၃၀၀ စာ အတွက် စစ်ဆေး ဆောင်ရွက် ပေး သွား မယ် လို့ တာဝန် ကျ ယာဉ်ထိန်း အရာရှိ တစ်ဦး က ပြော ပြ သည် ။ လက်ရှိ အချိန် ၌ ဘန့် ဘွေး တိုး ဂိတ် အနီး ကုန်တင်ကား ကြီး နှင့် ကား ငယ် ၂၀၀ ခန့် ရပ်နား ၏ စောင့်ဆိုင်း နေ တာ တွေ့ ရ ပါ တယ် ။ မနက်ဖြန် အောက်တိုဘာ ၃ ရက် နေ့ ၌ စတင် ဆောင်ရွက် ပေး သွား မည် ဖြစ်ပြီး ဈေးနှုန်း သတ်မှတ် ချက် ရှိ မ လား သို့မဟုတ် အခမဲ့ စစ်ဆေး ပေး သွား မည် လား ဆိုသည် ကို နောင် ချို မြို့နယ် အုပ်ချုပ် ရေး မှူး ထံ လှမ်း မေး ပေမဲ့ ဖုန်း မ ကိုင် သေး ၍ မသိ ရှိ ရ သေးပါ ။ ယနေ့ မနက် ပိုင်း က ကား ကြီး ကား ငယ် အစီး ရေ ၅၀၀ နီးပါး ရှိ ပြီး ဖြတ်သန်း ခွင့် မ ရ လို့ ပြန် လည့် သွား ကြ တဲ့ ကား တွေ ရှိ ကြောင်း တာဝန် ကျ ယာဉ်ထိန်း က ဆက်လက် ပြော ပြ ၍ သိရ ပါ တယ် ။ ဘန့်ဘွေး ကျေးရွာ ကလူ ငယ် တွေ က လည်း ဘဝတူ ကား သမား တွေ အတွက် ထမင်းထုပ် လိုက်လံ ဝေငှ ပေး နေ တာ တွေ့ ခဲ့ ရ ပြီး ၎င်း တို့ လည်း ကား သမား တွေ ဖြစ်ကြောင်း ကား သမား တွေ ရဲ့ အခက်အခဲ ကို သိရှိ ကိုယ်ချင်းစာ ၍ စားစရာ များ လိုက်လံ လှူဒါန်း ပေး နေ ခြင်း ဖြစ်ကြောင်း ပြော ပြ ပါ တယ် ။ (2.10.2020),
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3421488957949011,300,Photo,224,201,2,8,139,1,1,"တကယ် ပြော ခဲ့ တယ် ... ပြော ခဲ့ တဲ့ အတိုင်း လုပ် ပြ မဲ့ တစ် ချိန် က နိုင်ငံတော် သမ္မတ ( ငြိမ်း )( သို့မဟုတ် ) ပြည်ထောင်စု ကြံ့ခိုင်ရေး နှင့် ဖွံ့ဖြိုး ရေး ပါတီ ဥက္ကဌ "" ကျွန်တော် သမ္မတ တာဝန် ထမ်းဆောင် ခဲ့ စဉ် က ကျောက်စိမ်း လုပ်ငန်း ရှင် တွေ ရဲ့ ကျောက် မျက် ရန်ပုံငွေ ကျပ် သိန်း ၈၀၀ ဝိ / ကို နောက် တက် လာ တဲ့ အစိုးရ ကို လွှဲ ခဲ့ ဖို့ မေ့ သွား ခဲ့ ပါ တယ် ... အဲဒီ ငွေ တွေ ကို ကျနော် တိုင်းပြည် မှာ သဘာဝ ဘေး တစ်ခုခု နဲ့ ကြုံတွေ့ လာ ခဲ့ ရင် ကျနော် အသုံးပြု ဖို့ ရည်ရွယ် ထား ပါ တယ် ... ဒါကြောင့် အဲဒီ ငွေ ကို အခု အစိုးရ ကို မ လွှဲ တော့ ပဲ ပြည် သူ တွေ အတွက် လိုအပ် တဲ့ အခါ သုံး ပါ မယ် "" ကျနော်တို့ ဘဘကြီး က ပြော ပြီး ရင် ပြော တဲ့ အတိုင်း လုပ် တယ် ၊ ကတိတည် တယ် ဆို တာ ဘဘ ကို လေးစား တဲ့ ပြည် သူ တိုင်း က ယုံကြည် ပါ တယ် .. ကျနော်တို့ သမ္မတ ကြီး က နှလုံး မှာ စက် တပ် ထား ရ ပြီး အသက် က လည်း နဲ နဲ ကြီး လာ .. ပါတီ စည်းရုံး ရေး ကိစ္စ တွေ နဲ့ အလုပ် က လည်း မအား ရ ဖြစ် နေ ပြန် တော့ မေ့ နေ တာ ဖြစ် မှာ မို့ သတိပေး လိုက်ပါ ရ စေ .. ဘဘကြီး ၊ အခု တိုင်းပြည် မှာ COVID-19 ရောဂါပိုး ကူးစက် ပြန့် ပွား နေ လို့ ပြည် သူ တွေ အပြင် မ သွား ရ .. မ လာ ရ ... အိမ် ပြင် မ ထွက် ရ နဲ့ ပြည် သူ တွေ စား ဝတ်နေ ရေး အတော် အခက်ကြုံ နေ ရ တယ် .... အဲဒါ ကြောင့် .. ဘဘကြီး .. ကူ မှ ရ မယ် ... အစိုးရ က လည်း ရောဂါ ရှာဖွေရေး ၊ ကုသ ရေး နဲ့ သူ လည်း တတ်နိုင် သလောက် တော့ ထောက်ပံ့ နေ ပါ တယ် ၊ ဒါပေမဲ့ ဘဘကြီး လည်း သမ္မတ ကြီး ရဲ့ တာဝန် ယူခဲ့ ဘူး တော့ သိ မှာ ပါ ၊ တိုင်းပြည် မှာ က အကြွေး တွေ က လည်း ဆပ် နေ ရ ဆို တော့ အစိုးရ က လည်း ဘေး ကြပ် နံ ကြပ် ဖြစ် နေ ရှာ တယ် ... အခု တော့ ပြည်သူပြည်သား တွေ ရဲ့ သဘာဝ ဘေးဒဏ် ကို စီးပွားရေး လုပ်ငန်း ရှင် ကြီး တွေ လည်း အစိုးရ ကို ကူညီ တဲ့ သဘော နဲ့ နိုင် တဲ့ ဝန် ကို ကူ ပြီး ဆောင်ရွက် ပေး နေ ကြ ရ တယ် ... တစ်နိုင် ငံ လုံး ဆို တော့ လည်း မ လောက် ငှ ဘူး ပေါ့ ၊ လူနာ တွေ ရဲ့ ဆေးကု သ စရိတ် တွေ .. စောင့် ကြည့် လူနာ တွေ ရဲ့ ကုန်ကျစရိတ် တွေ နဲ့ ဆို တော့ အစိုးရ နဲ့ အလှူရှင် တွေ .. ပရဟိတ အဖွဲ့ တွေ နဲ့ ရဟန်း သံဃာတော် တွေ ပါ ပါဝင် ကူညီ နေ ရ တယ် .. အခု အချိန် မှာ တော့ ပြည် သူ တွေ ရဲ့ သဘာဝ ဘေးကာ ကွယ် ရေး အတွက် က ဘဘကြီး ရဲ့ အထောက်အပံ့ က အမှန် လိုအပ် နေ တာ မို့ ဘဘကြီး ယာယီ ထိန်းသိမ်း စောင့်ရှောက် ထား တဲ့ သိန်း ၈၀၀ ဝိ / ထဲက အခု အချိန် မှာ အ ထိုက် အ လျှောက် ထောက်ပံ့ ဖို့ လိုအပ် လို (truncated)",
စာရင်းပေးထားရန်,https://www.facebook.com/groups/556719914847657/permalink/981853802334264,626,Photo,654,40,3,0,5,0,0,,
မြန်​မာနှင့်​ နိုင်​ငံတကာစစ်​သတင်းများ,https://www.facebook.com/groups/1830162330411541/permalink/3435152276579197,186,Link,331,30,3,0,44,0,0,,
မန္တလေး သတင်း ပုံရိပ်များ,https://www.facebook.com/groups/456871984509734/permalink/1454308381432751,1429,Photo,129,64,59,1,0,1,0,,
တံတားဦး လူထုအသံလှိုင်း ( ၂ ),https://www.facebook.com/groups/1476009722706099/permalink/2459973667643028,853,Photo,20,69,106,20,1,0,0,,
💖Current Affairs💖,https://www.facebook.com/groups/448318802032498/permalink/1441693639361671,624,Photo,90,84,69,0,0,0,0,https://www.facebook.com/100001872623399/posts/4494997927239250/,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338711109794150,760,Photo,24,54,9,0,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3421485604616013,556,Photo,80,155,73,2,0,0,0,,
ရန်ကုန် - မန္တလေး - မူဆယ် ကုန်တင်ကားကြီးများ,https://www.facebook.com/groups/519850814784063/permalink/2789757751126680,2061,Status,47,314,7,134,9,42,0,ရ မည်း သင်း ကျန်းမာရေး စစ်ဆေး ဂိတ် တွင် အစစ် ဆေး မ ခံ ပဲ မောင်း ပြေး သွား သောကား ၁၀ စီး မှ ကား ဆရာ များ ကို ၄၅ ရက် အချုပ် ချ ခံ လိုက် ရ ပါ ပြီ 😭,
သရက်မြို့၊ သရက်သူ/သရက်သား သတင်းများ,https://www.facebook.com/groups/187021968296409/permalink/1338820533116541,460,Photo,71,77,58,2,37,0,0,,
တိုက်​ပွဲဝင်​ခွပ်ဒေါင်း(​သွေးနီတဲ့အ​မေစုသား/သမီး များသာ),https://www.facebook.com/groups/397077023968326/permalink/1380523732290312,369,Link,35,59,4,0,2,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1195662950858409,1044,Native Video,113,264,196,1,3,0,0,မြန်မာ ပြည် က နေ ကြည့် နေ ပါ တယ် ပျော် လိုက် တာ ရေခြားမြေခြား သွား လို့ မြန်မာ ပြည် ကြီး ကို စိမ်း မ လား ထင် မိ တာ မှား သွား ပါ ပြီ လေးစား ပါ တယ် ဂျပန် ရောက် ရွှေ မြန်မာ တို့ ရေ,
💖Current Affairs💖,https://www.facebook.com/groups/448318802032498/permalink/1441617336035968,563,Status,63,85,5,0,0,4,0,,
သျှမ်းလူမျိုးတွေ စုစည်းကြမယ် စည်းလုံးကြမယ်,https://www.facebook.com/groups/899632196793487/permalink/3887430444680299,465,Photo,25,60,89,3,0,0,0,,
တိုက်​ပွဲဝင်​ခွပ်ဒေါင်း(​သွေးနီတဲ့အ​မေစုသား/သမီး များသာ),https://www.facebook.com/groups/397077023968326/permalink/1377882129221139,399,Link,32,55,35,3,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3425386107559296,630,Photo,125,33,46,0,0,0,0,,
မြဝတီမြို့ဟစ်တိုင် (NEW),https://www.facebook.com/groups/2262142087200025/permalink/3380825795331643,526,Status,54,97,0,6,14,0,1,မြ ဝ တီ မြို့ မှာ လက် ဘက် ရည် ဆိုင် တော့ ထိုင် ခွင့် မ ပေး ဘူး .. ကာ စီ နို . ဂိမ်း ရုံ တွေ တော့ ကြိုက် သလို ကစား ခွင့် ပေး တယ်,
နောင်​ချို မီဒီယာGroup,https://www.facebook.com/groups/1782051322104997/permalink/2690740227902764,1217,Photo,28,325,11,18,2,3,0,မူ ဆယ် တက် လာ မယ့် ကား ဆရာ များ ဘန့်ဘွေး တိုးလ် ဂိတ် မှာ တန်းစီ ပါ ( ၂ - ၁၀ - ၂၀၂၀ ) လားရှိုး - မန္တလေး အဆင်း ကား များ ( အိမ် စီး / ကုန် တင် ) ကျန်းမာရေး ထောက်ခံစာ မရှိ လဲ သွား လို့ ရ ပါ တယ် ။ မန္တလေး - လားရှိုး အတက် ကား များ အိမ် စီး ကား နံပါတ် အနက် ရပ်ကွက် ထောက်ခံစာ ပါ ရင် ပေး သွား ပါ တယ် ။ ကျန် တဲ့ နံပါတ် အနီ / ကုန် တင် ယာဉ် များ အားလုံး တစ် ည အိပ် ရ ပါ တယ် ။ ည အိပ် စောင့် ပြီး မနက် မှာ Rapidtestkit နဲ့ စစ်ဆေး ပေး ပြီး ကို ဗစ် ရောဂါပိုး မရှိ ဘူး ဆို မှ ထောက်ခံစာ ထုတ်ပေး ပြီး ဖြတ်သန်း ရ မှာ ဖြစ်ပါတယ် ။ မနက်ဖြန် လူဦးရေ ( ၃၀၀ ) ကို စစ်ဆေး ပေး မယ် ဖြစ်ကြောင်း သိရ ပါ တယ် ။ ယနေ့ အတက် ကား တွေ စီး ရေ ( ၅၀၀ ) ကျော် တန်းစီ နေ ကြ တယ် လို့ သိရ ပါ တယ် ။ ညနေ ပိုင်း မှာ ကား အများ စု လှည့် ပြန်ကုန် ကြ ပြီး ယခု စီး ရေ ( ၂၀၀ ) ဝန်းကျင် ခန့် သာ ကျန် တော့ ကြောင်း သိရ ပါ တယ် ။ ယင်း ပုံစံ အတိုင်း ကျန်းမာရေး စစ်ဆေး ချက် အဖြေ သိရ ပြီး မှ ထောက်ခံစာ ထုတ်ပေး မှာ ဖြစ်ကြောင်း သတင်းကောင်း ပါး အပ် ပါ တယ် ။ ဆေးစစ် ခ အခမဲ့ လား တန် ဘို့ သင့် လား မသိ ရ သေးပါ ခင်ဗျား ။ GoodLuck,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2154907734639880,659,Native Video,56,137,189,0,1,0,0,ကဲ အမေ ကတော့ တကယ် ပြော ပြီ လုပ် ဖို့ ကတော့ ကျွန်တော် / ကျွန်မတို့ တာဝန် ပေါ့ နော်,
NLDထောက်ခံ အမေစုချစ်သူများ (သီးသန့်),https://www.facebook.com/groups/686414348155900/permalink/2157107914419862,452,Native Video,30,112,23,0,0,0,0,,
💖အမေ့သားသမီးများသီးသန့်💖,https://www.facebook.com/groups/1250425025055426/permalink/3428777907220116,612,Photo,81,50,84,0,0,0,0,,
တပ်မတော် မှတစ်ပါး အခြားမရှိပါ,https://www.facebook.com/groups/737295606418730/permalink/1755444521270495,2547,Photo,86,129,285,1,3,0,0,နှုတ်ခမ်း နီ မ လေး များ ရဲ့ အချစ်တော် 👄 👄 👄 အောင် ရဲ လင်း က လည်း တပ်မတော် သား တေွ ကို ချစ် ပါ တယ် တဲ့ 💚 💚 💚,
သတင်းဦး သတင်းထူးများ,https://www.facebook.com/groups/119521262072175/permalink/630020041022292,3040,Link,38,822,19,2,5,0,2,သူဌေး လောင်း များ အတွက် အကြိမ် ( ၂၀ ) မြောက် ထီပေါက်စဉ် တိုက်ရိုက် ကြည့် ရန် ရှယ် ထား ပါ ( ရုပ် သံ ),
💖နိုင်ငံတော်အတိုင်ပင်ခံပုဂ္ဂိုလ် ဒေါ်အောင်ဆန်းစုကြည်၏ မျိုးဆက်သစ်များ💖,https://www.facebook.com/groups/690887914347608/permalink/2927680710668306,445,Native Video,31,71,65,0,1,0,0,,
အမေစုကို ချစ်ကြသူများသာ (သီးသန့်),https://www.facebook.com/groups/131667613924620/permalink/1196300014128036,1749,Photo,264,187,262,1,2,0,0,# မျက်ရည် များ တောင် ဝဲ မိ တယ် .. အမိ မြေ ရဲ့ အဝေး ကို ရောက် နေ ရ တဲ့ ကို ရီး ယား က မြန်မာ တွေ တိုင်းပြည် တာဝန်ကျေ ခဲ့ ပြီ ..TDA,
